Date,Open,High,Low,Close,Adj Close,Volume
1980-12-01,0.128348,0.161272,0.112723,0.152344,0.119011,1344851200
1981-01-01,0.154018,0.155134,0.126116,0.126116,0.098522,608988800
1981-02-01,0.119420,0.128906,0.106027,0.118304,0.092419,321619200
1981-03-01,0.118862,0.120536,0.096540,0.109375,0.085444,700716800
1981-04-01,0.108817,0.131138,0.108259,0.126674,0.098958,536928000
1981-05-01,0.126674,0.148438,0.119978,0.147879,0.115524,590419200
1981-06-01,0.147879,0.148438,0.116071,0.116071,0.090675,950566400
1981-07-01,0.115513,0.117188,0.099330,0.111607,0.087188,667430400
1981-08-01,0.111607,0.116071,0.084263,0.089844,0.070186,548620800
1981-09-01,0.095424,0.097656,0.063616,0.068080,0.053184,743680000
1981-10-01,0.068080,0.089844,0.068080,0.089286,0.069750,904176000
1981-11-01,0.089286,0.089844,0.079799,0.083147,0.064955,586678400
1981-12-01,0.083147,0.102679,0.080915,0.098772,0.077161,1037120000
1982-01-01,0.098772,0.098772,0.079799,0.090960,0.071058,864214400
1982-02-01,0.090960,0.091518,0.081473,0.081473,0.063647,608406400
1982-03-01,0.082031,0.082589,0.063058,0.075335,0.058852,1199676800
1982-04-01,0.079241,0.079799,0.065290,0.065848,0.051441,1749596800
1982-05-01,0.068080,0.073103,0.062500,0.062500,0.048825,1243894400
1982-06-01,0.061942,0.063058,0.056920,0.056920,0.044466,803644800
1982-07-01,0.056920,0.064732,0.049107,0.060268,0.047081,1418211200
1982-08-01,0.061942,0.080915,0.054688,0.080357,0.062775,2156000000
1982-09-01,0.078683,0.084821,0.077567,0.081473,0.063647,1663558400
1982-10-01,0.082589,0.119420,0.080357,0.113281,0.088495,3779507200
1982-11-01,0.113281,0.151786,0.112165,0.142299,0.111164,3152307200
1982-12-01,0.142299,0.155692,0.123326,0.133371,0.104189,2725990400
1983-01-01,0.133371,0.187500,0.121652,0.182478,0.142552,4579030400
1983-02-01,0.182478,0.217076,0.179688,0.203683,0.159117,3153292800
1983-03-01,0.203683,0.210938,0.179129,0.188616,0.147347,2648329600
1983-04-01,0.188616,0.235491,0.172433,0.225446,0.176119,3338832000
1983-05-01,0.225446,0.272321,0.212612,0.257813,0.201403,2084409600
1983-06-01,0.257813,0.282366,0.204241,0.218192,0.170452,2807481600
1983-07-01,0.218192,0.222098,0.151228,0.155692,0.121627,3097830400
1983-08-01,0.155692,0.166295,0.133929,0.166295,0.129910,3061542400
1983-09-01,0.166295,0.177455,0.098772,0.103237,0.080649,7941606400
1983-10-01,0.103237,0.107143,0.079799,0.101004,0.078905,5021878400
1983-11-01,0.101004,0.107701,0.077009,0.090960,0.071058,4122160000
1983-12-01,0.090960,0.112723,0.088170,0.108817,0.085008,2656617600
1984-01-01,0.108817,0.131696,0.103237,0.110491,0.086316,4358816000
1984-02-01,0.110491,0.123326,0.099888,0.117188,0.091547,3111360000
1984-03-01,0.117188,0.125000,0.109375,0.110491,0.086316,1965891200
1984-04-01,0.110491,0.140067,0.102679,0.140067,0.109420,3216707200
1984-05-01,0.141741,0.153460,0.125000,0.131138,0.102446,5315676800
1984-06-01,0.131138,0.137277,0.108259,0.118304,0.092419,3175132800
1984-07-01,0.118304,0.123326,0.108259,0.113839,0.088931,2834899200
1984-08-01,0.113839,0.137835,0.107143,0.118304,0.092419,5111792000
1984-09-01,0.118304,0.129464,0.109933,0.112165,0.087624,2500624000
1984-10-01,0.111607,0.122210,0.100446,0.111049,0.086752,3563056000
1984-11-01,0.111607,0.118304,0.097656,0.110491,0.086316,3370057600
1984-12-01,0.110491,0.130580,0.108817,0.130022,0.101574,3455020800
1985-01-01,0.130022,0.138951,0.124442,0.129464,0.101138,6366416000
1985-02-01,0.129464,0.137277,0.110491,0.110491,0.086316,4733388800
1985-03-01,0.110491,0.116071,0.092634,0.098772,0.077161,4615587200
1985-04-01,0.098772,0.102679,0.087612,0.094866,0.074109,2868028800
1985-05-01,0.094866,0.099330,0.075335,0.077567,0.060595,4639129600
1985-06-01,0.075893,0.082589,0.065848,0.080357,0.062775,5811388800
1985-07-01,0.080915,0.081473,0.070871,0.070871,0.055364,2600595200
1985-08-01,0.070871,0.071987,0.064732,0.066964,0.052313,1818745600
1985-09-01,0.066964,0.077009,0.065848,0.070313,0.054928,1797447200
1985-10-01,0.070313,0.085938,0.066964,0.083147,0.064955,3785913600
1985-11-01,0.083147,0.092634,0.083147,0.089844,0.070186,2884672000
1985-12-01,0.089844,0.102121,0.085938,0.098214,0.076725,3571209600
1986-01-01,0.098214,0.110491,0.097098,0.103237,0.080649,6291801600
1986-02-01,0.103237,0.119420,0.102121,0.111607,0.087188,3420860800
1986-03-01,0.111607,0.132254,0.108259,0.126116,0.098522,4264332800
1986-04-01,0.126116,0.146205,0.117188,0.135045,0.105497,4462684800
1986-05-01,0.135045,0.167411,0.132813,0.165179,0.129038,4954051200
1986-06-01,0.165179,0.174665,0.145089,0.160156,0.125114,4063360000
1986-07-01,0.160156,0.168527,0.133929,0.139509,0.108985,5691638400
1986-08-01,0.138951,0.169643,0.136719,0.165179,0.129038,3643516800
1986-09-01,0.165737,0.165737,0.141183,0.149554,0.116831,3578198400
1986-10-01,0.148996,0.157366,0.143973,0.154576,0.120755,2984038400
1986-11-01,0.155134,0.184152,0.151228,0.178571,0.139500,5206163200
1986-12-01,0.178571,0.195871,0.174665,0.180804,0.141244,4762576000
1987-01-01,0.180246,0.255580,0.179129,0.247768,0.193557,8268915200
1987-02-01,0.247768,0.318638,0.230469,0.312500,0.244125,6616176000
1987-03-01,0.313616,0.314732,0.277902,0.287946,0.224944,5959318400
1987-04-01,0.281250,0.357143,0.278460,0.353795,0.276385,6813161600
1987-05-01,0.354911,0.367188,0.323661,0.352679,0.275513,3838956800
1987-06-01,0.354911,0.386161,0.339286,0.361607,0.282921,3497536000
1987-07-01,0.363839,0.399554,0.325893,0.368304,0.288160,3070256000
1987-08-01,0.366071,0.484375,0.357143,0.482143,0.377228,3119300800
1987-09-01,0.488839,0.524554,0.433036,0.504464,0.395206,3075486400
1987-10-01,0.506696,0.533482,0.246652,0.344866,0.270174,6575699200
1987-11-01,0.345982,0.357143,0.272321,0.294643,0.230829,4234238400
