Date,Open,High,Low,Close,Adj Close,Volume
1962-01-01,0.263021,0.270182,0.233073,0.242839,0.003846,29414400
1962-02-01,0.244792,0.248698,0.236979,0.238932,0.003784,13209600
1962-03-01,0.238932,0.259766,0.234375,0.247396,0.003918,42662400
1962-04-01,0.247396,0.253906,0.236328,0.240885,0.003840,20467200
1962-05-01,0.240885,0.250977,0.182292,0.218750,0.003487,49152000
1962-06-01,0.218750,0.220703,0.187826,0.199219,0.003176,49881600
1962-07-01,0.199219,0.223307,0.198568,0.223307,0.003586,24268800
1962-08-01,0.223307,0.227214,0.214518,0.221680,0.003560,20198400
1962-09-01,0.221680,0.223958,0.202474,0.204427,0.003283,14822400
1962-10-01,0.204427,0.216797,0.193359,0.207031,0.003348,27532800
1962-11-01,0.207031,0.224609,0.203125,0.224609,0.003632,31718400
1962-12-01,0.223307,0.231120,0.216471,0.222005,0.003617,22387200
1963-01-01,0.222005,0.236328,0.220052,0.235026,0.003829,26611200
1963-02-01,0.235026,0.245768,0.233724,0.234375,0.003818,22233600
1963-03-01,0.234375,0.245117,0.234375,0.243490,0.003966,17587200
1963-04-01,0.244141,0.249674,0.239583,0.240885,0.003953,27648000
1963-05-01,0.241536,0.251953,0.236979,0.242188,0.003974,30873600
1963-06-01,0.242188,0.248698,0.240885,0.244141,0.004006,18316800
1963-07-01,0.250977,0.251953,0.242839,0.248698,0.004110,17932800
1963-08-01,0.248698,0.270182,0.248698,0.266276,0.004401,19353600
1963-09-01,0.266276,0.274089,0.264323,0.266927,0.004412,18278400
1963-10-01,0.266927,0.276042,0.266602,0.269531,0.004484,15936000
1963-11-01,0.269531,0.277018,0.266927,0.273112,0.004544,19046400
1963-12-01,0.273438,0.301107,0.273438,0.301107,0.005043,27993600
1964-01-01,0.301107,0.308594,0.291016,0.307617,0.005152,20236800
1964-02-01,0.307943,0.317057,0.305339,0.308594,0.005168,15091200
1964-03-01,0.308594,0.345052,0.308594,0.327474,0.005484,32908800
1964-04-01,0.327799,0.337891,0.326823,0.329427,0.005550,24076800
1964-05-01,0.329427,0.343750,0.328125,0.332682,0.005605,21350400
1964-06-01,0.332031,0.343750,0.324219,0.342122,0.005764,20467200
1964-07-01,0.342122,0.361328,0.341797,0.359375,0.006091,13286400
1964-08-01,0.359375,0.364258,0.342448,0.356120,0.006036,15513600
1964-09-01,0.356120,0.358073,0.345052,0.351563,0.005959,12979200
1964-10-01,0.350260,0.352214,0.337891,0.339844,0.005791,17088000
1964-11-01,0.339844,0.367839,0.338542,0.348958,0.005947,24883200
1964-12-01,0.349609,0.366536,0.349609,0.366536,0.006281,23232000
1965-01-01,0.365234,0.401042,0.360352,0.401042,0.006872,23424000
1965-02-01,0.401042,0.410156,0.381510,0.410156,0.007029,15513600
1965-03-01,0.410156,0.414063,0.380208,0.382161,0.006549,26246400
1965-04-01,0.381510,0.415365,0.378906,0.410807,0.007079,16089600
1965-05-01,0.411458,0.445313,0.408854,0.410156,0.007068,15801600
1965-06-01,0.410156,0.422526,0.381510,0.400391,0.006900,17510400
1965-07-01,0.400391,0.404948,0.381510,0.401042,0.006949,12460800
1965-08-01,0.401042,0.416667,0.390625,0.408854,0.007084,9830400
1965-09-01,0.406250,0.416667,0.395833,0.408854,0.007084,11001600
1965-10-01,0.406250,0.412760,0.397135,0.402344,0.007009,14035200
1965-11-01,0.402344,0.427083,0.398438,0.423177,0.007372,14380800
1965-12-01,0.423177,0.472656,0.412760,0.447917,0.007845,16569600
1966-01-01,0.447917,0.464844,0.440755,0.446615,0.007822,14688000
1966-02-01,0.453125,0.457031,0.410156,0.414063,0.007252,14572800
1966-03-01,0.414063,0.437500,0.397135,0.437500,0.007662,24268800
1966-04-01,0.437500,0.441406,0.406250,0.406250,0.007159,22272000
1966-05-01,0.406250,0.416667,0.398438,0.412760,0.007273,18144000
1966-06-01,0.412760,0.416667,0.381510,0.389974,0.006872,23040000
1966-07-01,0.390625,0.412760,0.388672,0.401693,0.007122,22790400
1966-08-01,0.401693,0.418620,0.375000,0.390625,0.006926,33638400
1966-09-01,0.390625,0.406250,0.373698,0.388021,0.006879,17894400
1966-10-01,0.388021,0.432943,0.372396,0.429036,0.007656,25286400
1966-11-01,0.429036,0.453125,0.427083,0.447917,0.007993,12556800
1966-12-01,0.447917,0.479167,0.440104,0.466797,0.008376,17721600
1967-01-01,0.466797,0.505208,0.454427,0.494792,0.008879,19564800
1967-02-01,0.494792,0.529948,0.481771,0.523438,0.009393,23078400
1967-03-01,0.525391,0.541667,0.490885,0.537760,0.009650,25497600
1967-04-01,0.537760,0.600911,0.536458,0.589844,0.010642,24307200
1967-05-01,0.592448,0.632813,0.578125,0.587240,0.010595,17433600
1967-06-01,0.596354,0.651042,0.585938,0.641927,0.011582,17740800
1967-07-01,0.641927,0.669271,0.623047,0.664714,0.012046,19219200
1967-08-01,0.664714,0.666667,0.588542,0.623698,0.011302,20428800
1967-09-01,0.623698,0.659505,0.604167,0.644531,0.011680,17664000
1967-10-01,0.644531,0.649740,0.610677,0.644531,0.011732,26745600
1967-11-01,0.644531,0.725260,0.630208,0.718750,0.013083,17510400
1967-12-01,0.723958,0.727865,0.664063,0.690104,0.012610,15091200
1968-01-01,0.690104,0.699219,0.649089,0.656250,0.011992,27513600
1968-02-01,0.656901,0.687500,0.644531,0.664063,0.012134,16416000
1968-03-01,0.664063,0.713542,0.648438,0.695313,0.012705,26611200
1968-04-01,0.699219,0.783854,0.697917,0.763021,0.014000,29856000
1968-05-01,0.765625,0.819010,0.763021,0.768229,0.014096,24499200
1968-06-01,0.781250,0.847656,0.765625,0.765625,0.014048,21369600
1968-07-01,0.765625,0.841146,0.729167,0.729167,0.013429,22137600
1968-08-01,0.731771,0.773438,0.707031,0.763021,0.014053,19315200
1968-09-01,0.764323,0.789063,0.742188,0.746094,0.013741,16723200
1968-10-01,0.746094,0.770833,0.734375,0.744792,0.013772,29424000
1968-11-01,0.750000,0.785156,0.720052,0.774740,0.014326,17750400
1968-12-01,0.776042,0.821615,0.734375,0.744792,0.013829,20832000
1969-01-01,0.744792,0.781250,0.734375,0.747396,0.013878,24153600
1969-02-01,0.747396,0.748698,0.677083,0.712240,0.013225,19382400
1969-03-01,0.712240,0.739583,0.686198,0.736979,0.013684,20784000
1969-04-01,0.736979,0.757813,0.708333,0.751302,0.014017,17712000
1969-05-01,0.755208,0.800781,0.739583,0.781250,0.014576,22713600
1969-06-01,0.770833,0.781250,0.708333,0.723958,0.013507,27657600
1969-07-01,0.718750,0.747396,0.682292,0.707031,0.013250,21312000
1969-08-01,0.718750,0.760417,0.714844,0.760417,0.014250,22204800
1969-09-01,0.760417,0.825521,0.744792,0.805990,0.015104,22492800
1969-10-01,0.805990,0.871094,0.786458,0.871094,0.016399,30326400
1969-11-01,0.871094,0.906250,0.812500,0.812500,0.015296,20688000
1969-12-01,0.812500,0.869792,0.804688,0.856771,0.016194,20467200
1970-01-01,0.856771,0.901042,0.825521,0.825521,0.015604,21792000
1970-02-01,0.825521,0.875000,0.809896,0.863281,0.016317,21206400
1970-03-01,0.864583,0.878906,0.816406,0.835938,0.015801,23145600
1970-04-01,0.835938,0.841146,0.746094,0.768229,0.014521,44246400
1970-05-01,0.765625,0.765625,0.656250,0.740885,0.014004,53568000
1970-06-01,0.744792,0.786458,0.710938,0.722656,0.013659,32457600
1970-07-01,0.722656,0.770833,0.710938,0.757813,0.014395,29030400
1970-08-01,0.755208,0.763021,0.683594,0.747396,0.014198,28924800
1970-09-01,0.747396,0.789063,0.739583,0.776042,0.014742,25008000
1970-10-01,0.776042,0.851563,0.774740,0.820313,0.015660,27388800
1970-11-01,0.820313,0.875000,0.820313,0.872396,0.016654,22608000
1970-12-01,0.872396,0.911458,0.858073,0.882813,0.016928,31766400
1971-01-01,0.875000,0.908854,0.851563,0.906250,0.017377,26860800
1971-02-01,0.906250,0.925781,0.877604,0.907552,0.017402,23030400
1971-03-01,0.907552,0.989583,0.901042,0.981771,0.018825,24009600
1971-04-01,0.985677,1.093750,0.980469,1.001302,0.019285,30508800
1971-05-01,1.000000,1.072917,0.996094,1.048177,0.020188,24768000
